model_name,data_name,Input type,is_apply_multi_label,transfer_task,source_train-Loss,source_train-Acc,source_val-Loss,source_val-Acc,target_val-Loss,target_val-Acc
cnn_features_1d,PHM,FFT,0,"[[1, 2], [0, 3]]",0.6941,0.9972,1.1126,0.8317,3.5517,0.6506
cnn_features_1d,PHM,FFT,0,"[[0, 3], [1, 2]]",0.6921,0.9984,0.8740 ,0.8542,3.1409,0.6811
cnn_features_1d,PHM,FFT,0,"[[0, 2], [1, 3]]",0.6962,0.9972,0.6773,0.8606,3.3607,0.6298
cnn_features_1d,PHM,FFT,0,"[[0, 1], [2, 3]]",0.6868,0.9992,1.0758,0.8333,4.8528,0.5593
resnet_features_1d,PU,TimeSeries,0,"[[0], [2]]",0.6911,0.9996,0.4347,0.9109,0.7640 ,0.8702
resnet_features_1d,PU,TimeSeries,0,"[[0], [3]]",0.6883,1,0.6141,0.8817,1.4753,0.7685
resnet_features_1d,PU,TimeSeries,0,"[[1], [0]]",0.6844,0.9996,1.2032,0.7715,5.2066,0.5453
resnet_features_1d,PU,TimeSeries,0,"[[1], [2]]",0.6936,0.9996,1.5478,0.7439,3.6311,0.6031
resnet_features_1d,PU,TimeSeries,0,"[[1], [3]]",0.6836,0.9981,1.5132,0.7377,7.3241,0.4251
resnet_features_1d,PU,TimeSeries,0,"[[2], [0]]",0.6928,0.9992,0.6548,0.8870 ,0.8574,0.8694
resnet_features_1d,PU,TimeSeries,0,"[[2], [1]]",0.6952,0.9992,0.6929,0.8489,4.1219,0.5905
resnet_features_1d,PU,TimeSeries,0,"[[2], [3]]",0.6948,1,0.7049,0.8565,1.5102,0.7549
resnet_features_1d,PU,TimeSeries,0,"[[3], [0]]",0.6903,0.9996,0.5484,0.8850 ,2.1275,0.7066
resnet_features_1d,PU,TimeSeries,0,"[[3], [1]]",0.6909,0.9966,0.4426,0.8941,7.0730 ,0.4080 
resnet_features_1d,PU,TimeSeries,0,"[[3], [2]]",0.6910 ,1,0.4071,0.9198,1.4106,0.7679
resnet_features_1d,PU,TimeSeries,0,"[[0, 1], [2]]",0.6935,1,1.0139,0.8411,0.8072,0.8794
resnet_features_1d,PU,TimeSeries,0,"[[0, 1], [3]]",0.6924,1,1.2409,0.8212,1.5959,0.8064
resnet_features_1d,PU,TimeSeries,0,"[[0, 2], [1]]",0.6936,1,0.4338,0.9096,3.0107,0.6887
resnet_features_1d,PU,TimeSeries,0,"[[0, 2], [3]]",0.6944,0.9998,0.3761,0.9257,1.0480 ,0.8366
resnet_features_1d,PU,TimeSeries,0,"[[0, 3], [1]]",0.6928,1,0.8365,0.8697,3.8753,0.6595
resnet_features_1d,PU,TimeSeries,0,"[[0, 3], [2]]",0.6935,0.9998,0.4438,0.9200 ,0.4095,0.9313
resnet_features_1d,PU,TimeSeries,0,"[[1, 2], [0]]",0.6930 ,1,1.1727,0.8116,0.9002,0.8633
resnet_features_1d,PU,TimeSeries,0,"[[1, 2], [3]]",0.6936,0.9998,1.0259,0.8400 ,1.1251,0.8245
resnet_features_1d,PU,TimeSeries,0,"[[2, 3], [0]]",0.6932,1,0.3500 ,0.9285,0.5472,0.9063
resnet_features_1d,PU,TimeSeries,0,"[[2, 3], [1]]",0.6937,1,0.6022,0.9027,3.4086,0.6748
resnet_features_1d,PU,TimeSeries,0,"[[0, 1, 2], [3]]",0.6921,1,0.6551,0.8998,1.1160 ,0.8563
resnet_features_1d,PU,TimeSeries,0,"[[0, 2, 3], [1]]",0.6913,1,0.5040 ,0.9212,4.2724,0.6610 
resnet_features_1d,PU,TimeSeries,0,"[[1, 2, 3], [0]]",0.6906,1,0.8736,0.8617,0.7158,0.9017
resnet_features_1d,PU,TimeSeries,0,"[[0, 1, 3], [2]]",0.6909,1,0.7578,0.8798,0.4296,0.9267
resnet_features_1d,PU,TimeSeries,0,"[[0, 1], [2, 3]]",0.6935,1,1.2180 ,0.8189,1.9398,0.7749
resnet_features_1d,PU,TimeSeries,0,"[[0, 2], [1, 3]]",0.6888,1,0.4796,0.9096,5.6142,0.6189
resnet_features_1d,PU,TimeSeries,0,"[[0, 3], [1, 2]]",0.6932,0.09998,0.6587,0.9009,2.5749,0.7420 
resnet_features_1d,PU,TimeSeries,0,"[[1, 2], [0, 3]]",0.6931,1,0.9631,0.8423,1.5089,0.8293
resnet_features_1d,PU,TimeSeries,0,"[[1, 3], [0, 2]]",0.6933,0.9998,1.2415,0.8102,1.5957,0.7879
resnet_features_1d,PU,TimeSeries,0,"[[2, 3], [0, 1]]",0.6923,1,0.4268,0.9118,2.5780 ,0.7598
resnet_features_1d,PU,TimeSeries,0,"[[2, 3], [0, 1]]",0.6938,0.9996,0.4849,0.9118,2.7100 ,0.7360 
resnet_features_1d,PU,TimeSeries,0,"[[1, 3], [0, 2]]",0.6921,1,0.9779,0.8430 ,1.1642,0.8369
resnet_features_1d,PU,TimeSeries,0,"[[1, 2], [0, 3]]",0.6914,1,1.3501,0.8093,2.4295,0.7584
resnet_features_1d,PU,TimeSeries,0,"[[0, 3], [1, 2]]",0.6924,0.9996,0.6262,0.8933,3.5043,0.7021
resnet_features_1d,PU,TimeSeries,0,"[[0, 2], [1, 3]]",0.6926,0.9996,0.4944,0.9135,5.3114,0.6357
resnet_features_1d,PU,TimeSeries,0,"[[0, 1], [2, 3]]",0.6942,0.9998,1.2066,0.8319,2.4946,0.7422
resnet_features_1d,PU,FFT,0,"[[0], [1]]",0.6896,1,0.0955,0.9754,3.6866,0.6687
resnet_features_1d,PU,FFT,0,"[[0], [2]]",0.6934,1,0.0286,0.9939,0.0468,0.9893
resnet_features_1d,PU,FFT,0,"[[0], [3]]",0.6946,1,0.0434,0.9862,0.4501,0.9247
resnet_features_1d,PU,FFT,0,"[[1], [0]]",0.6893,0.9996,0.5162,0.9156,4.1062,0.6559
resnet_features_1d,PU,FFT,0,"[[1], [2]]",0.6918,1,0.4696,0.8911,2.2659,0.7939
resnet_features_1d,PU,FFT,0,"[[1], [3]]",0.6922,1,0.4650 ,0.9080 ,7.0762,0.5159
resnet_features_1d,PU,FFT,0,"[[2], [0]]",0.6935,1,0.0281,0.9893,0.0929,0.9754
resnet_features_1d,PU,FFT,0,"[[2], [1]]",0.6941,0.9996,0.0734,0.9847,3.7803,0.6595
resnet_features_1d,PU,FFT,0,"[[2], [3]]",0.6933,1,0.0475,0.9878,0.2937,0.9470 
resnet_features_1d,PU,FFT,0,"[[3], [0]]",0.6923,1,0.0207,0.9924,0.5350 ,0.9217
resnet_features_1d,PU,FFT,0,"[[3], [1]]",0.6883,1,0.0444,0.9834,10.9419,0.4724
resnet_features_1d,PU,FFT,0,"[[3], [2]]",0.6930 ,1,0.0493,0.9894,0.2448,0.9573
resnet_features_1d,PU,FFT,0,"[[0, 1], [2]]",0.6934,1,0.3081,0.9478,0.1776,0.9634
resnet_features_1d,PU,FFT,0,"[[0, 1], [3]]",0.6930 ,1,0.2602,0.9524,0.4808,0.9365
resnet_features_1d,PU,FFT,0,"[[0, 2], [1]]",0.6907,1,0.0682,0.9832,3.8313,0.6702
resnet_features_1d,PU,FFT,0,"[[0, 2], [3]]",0.6933,1,0.0287,0.9939,0.3046,0.9561
resnet_features_1d,PU,FFT,0,"[[0, 3], [1]]",0.6922,1,0.1028,0.9863,4.3800 ,0.6641
resnet_features_1d,PU,FFT,0,"[[0, 3], [2]]",0.6930 ,1,0.0441,0.9886,0.0635,0.9863
resnet_features_1d,PU,FFT,0,"[[1, 2], [0]]",0.6930 ,1,0.3401,0.9357,0.2543,0.9601
resnet_features_1d,PU,FFT,0,"[[1, 2], [3]]",0.6930 ,1,0.2984,0.9395,0.4029,0.9440 
resnet_features_1d,PU,FFT,0,"[[2, 3], [0]]",0.6932,1,0.0408,0.9909,0.1549,0.9555
resnet_features_1d,PU,FFT,0,"[[2, 3], [1]]",0.6916,1,0.0890 ,0.9840 ,4.3606,0.6656
resnet_features_1d,PU,FFT,0,"[[0, 1, 2], [3]]",0.6918,1,0.2058,0.9586,0.2903,0.9516
resnet_features_1d,PU,FFT,0,"[[0, 2, 3], [1]]",0.6912,1,0.0311,0.9888,4.7095,0.6702
resnet_features_1d,PU,FFT,0,"[[1, 2, 3], [0]]",0.6907,1,0.1768,0.9639,0.2170 ,0.9677
resnet_features_1d,PU,FFT,0,"[[0, 1, 3], [2]]",0.6912,1,0.1624,0.9664,0.1657,0.9695
resnet_features_1d,PU,FFT,0,"[[0, 1], [2, 3]]",0.6945,1,0.3092,0.9432,0.2538,0.9551
resnet_features_1d,PU,FFT,0,"[[0, 2], [1, 3]]",0.6928,1,0.00692,0.9793,4.7654,0.6829
resnet_features_1d,PU,FFT,0,"[[0, 3], [1, 2]]",0.6925,1,0.1286,0.9771,1.9497,0.8155
resnet_features_1d,PU,FFT,0,"[[1, 2], [0, 3]]",0.6936,1,0.3438,0.9364,0.4761,0.9283
resnet_features_1d,PU,FFT,0,"[[1, 3], [0, 2]]",0.6927,1,0.3419,0.9345,0.4842,0.9303
resnet_features_1d,PU,FFT,0,"[[2, 3], [0, 1]]",0.6919,1,0.0739,0.9863,2.2220 ,0.8112
resnet_features_1d,PU,FFT,0,"[[2, 3], [0, 1]]",0.6923,1,0.0796,0.9840 ,2.0807,0.7874
resnet_features_1d,PU,FFT,0,"[[1, 3], [0, 2]]",0.6927,1,0.2838,0.9512,0.3614,0.9449
resnet_features_1d,PU,FFT,0,"[[1, 2], [0, 3]]",0.6924,1,0.3986,0.9387,0.3348,0.9482
resnet_features_1d,PU,FFT,0,"[[0, 3], [1, 2]]",0.6917,1,0.1005,0.9809,1.9155,0.8285
resnet_features_1d,PU,FFT,0,"[[0, 2], [1, 3]]",0.6905,0.9996,0.0968,0.9793,6.0085,0.6250 
resnet_features_1d,PU,FFT,0,"[[0, 1], [2, 3]]",0.6926,1,0.1072,0.9394,0.3008,0.9574
cnn_features_1d,PU,TimeSeries,0,"[[0], [1]]",0.7638,0.9643,0.7661,0.808,5.4054,0.3436
cnn_features_1d,PU,TimeSeries,0,"[[0], [2]]",0.7360 ,0.9843,0.7657,0.8126,1.2656,0.7313
cnn_features_1d,PU,TimeSeries,0,"[[0], [3]]",0.7204,0.9796,0.7364,0.808,2.8451,0.5492
cnn_features_1d,PU,TimeSeries,0,"[[1], [0]]",0.8088,0.9509,1.1577,0.6948,9.2180 ,0.3441
cnn_features_1d,PU,TimeSeries,0,"[[1], [2]]",0.8338,0.9232,0.9997,0.7331,4.8114,0.3893
cnn_features_1d,PU,TimeSeries,0,"[[1], [3]]",0.9180 ,0.9179,1.1573,0.7009,8.3737,0.2284
cnn_features_1d,PU,TimeSeries,0,"[[2], [0]]",0.7435,0.9790 ,0.4831,0.8779,1.1337,0.7773
cnn_features_1d,PU,TimeSeries,0,"[[2], [1]]",0.7366,0.9748,0.6101,0.8382,5.3119,0.3359
cnn_features_1d,PU,TimeSeries,0,"[[2], [3]]",0.7154,0.9759,0.6087,0.8397,4.0723,0.4977
cnn_features_1d,PU,TimeSeries,0,"[[3], [0]]",0.7179,0.9788,0.8051,0.8094,4.9224,0.4470 
cnn_features_1d,PU,TimeSeries,0,"[[3], [1]]",0.8045,0.9534,0.6314,0.8215,8.0146,0.2807
cnn_features_1d,PU,TimeSeries,0,"[[3], [2]]",0.7144,0.9746,0.5744,0.8472,3.7993,0.4809
cnn_features_1d,PU,TimeSeries,0,"[[0, 1], [2]]",0.7549,0.9752,1.4840 ,0.7022,1.7740 ,0.6992
cnn_features_1d,PU,TimeSeries,0,"[[0, 1], [3]]",0.7551,0.9704,1.2399,0.7260 ,5.1973,0.4357
cnn_features_1d,PU,TimeSeries,0,"[[0, 2], [1]]",0.7210 ,0.9854,0.6036,0.8545,5.0167,0.4571
cnn_features_1d,PU,TimeSeries,0,"[[0, 2], [3]]",0.7093,0.9883,0.7457,0.8407,4.3519,0.5159
cnn_features_1d,PU,TimeSeries,0,"[[0, 3], [1]]",0.7616,0.9674,0.9508,0.7950 ,6.6405,0.3819
cnn_features_1d,PU,TimeSeries,0,"[[0, 3], [2]]",0.7323,0.9809,0.8075,0.8216,1.5673,0.7664
cnn_features_1d,PU,TimeSeries,0,"[[1, 2], [0]]",0.7385,0.9805,1.2441,0.7427,1.3109,0.7465
cnn_features_1d,PU,TimeSeries,0,"[[1, 2], [3]]",0.7815,0.9596,1.3977,0.6991,1.8070 ,0.3858
cnn_features_1d,PU,TimeSeries,0,"[[2, 3], [0]]",0.7407,0.9804,1.0754,0.8084,1.7605,0.7281
cnn_features_1d,PU,TimeSeries,0,"[[2, 3], [1]]",0.7712,0.9656,0.7671,0.8061,6.2096,0.3589
cnn_features_1d,PU,TimeSeries,0,"[[0, 1, 2], [3]]",0.7469,0.9720 ,1.1779,0.7767,6.1642,0.4463
cnn_features_1d,PU,TimeSeries,0,"[[0, 2, 3], [1]]",0.7677,0.9673,1.1918,0.7884,7.6511,0.3666
cnn_features_1d,PU,TimeSeries,0,"[[1, 2, 3], [0]]",0.7613,0.9701,1.5195,0.7245,1.3757,0.7496
cnn_features_1d,PU,TimeSeries,0,"[[0, 1, 3], [2]]",0.7867,0.9626,1.4828,0.7320 ,2.0574,0.6931
cnn_features_1d,PU,TimeSeries,0,"[[0, 1], [2, 3]]",0.7359,0.9754,1.2618,0.7414,3.2612,0.5741
cnn_features_1d,PU,TimeSeries,0,"[[0, 2], [1, 3]]",0.7140 ,0.9787,0.6721,0.8377,6.6060 ,0.3758
cnn_features_1d,PU,TimeSeries,0,"[[0, 3], [1, 2]]",0.7321,0.9828,1.0529,0.7896,5.3135,0.4793
cnn_features_1d,PU,TimeSeries,0,"[[1, 2], [0, 3]]",0.7423,0.9732,1.2638,0.7427,3.6095,0.5640 
cnn_features_1d,PU,TimeSeries,0,"[[1, 3], [0, 2]]",0.7469,0.9689,1.2283,0.7378,2.5352,0.5750 
cnn_features_1d,PU,TimeSeries,0,"[[2, 3], [0, 1]]",0.7283,0.9770 ,0.8491,0.8198,4.7961,0.5242
cnn_features_1d,PU,TimeSeries,0,"[[2, 3], [0, 1]]",0.7307,0.9760 ,1.0840 ,0.7886,4.6756,0.5019
cnn_features_1d,PU,TimeSeries,0,"[[1, 3], [0, 2]]",0.7682,0.9585,1.3254,0.7195,2.5850 ,0.5766
cnn_features_1d,PU,TimeSeries,0,"[[1, 2], [0, 3]]",0.7431,0.9715,1.2227,0.7611,4.0899,0.5671
cnn_features_1d,PU,TimeSeries,0,"[[0, 3], [1, 2]]",0.7084,0.9842,0.8500 ,0.8216,5.2319,0.4763
cnn_features_1d,PU,TimeSeries,0,"[[0, 2], [1, 3]]",0.7233,0.9768,0.6000 ,0.8576,6.9863,0.3965
cnn_features_1d,PU,TimeSeries,0,"[[0, 1], [2, 3]]",0.7359,0.9756,1.2130 ,0.7506,3.1135,0.5886
cnn_features_1d,PU,FFT,0,"[[0], [1]]",0.6805,0.9908,0.2045,0.9355,6.3738,0.4095
cnn_features_1d,PU,FFT,0,"[[0], [2]]",0.6948,0.9962,0.1791,0.9478,0.5316,0.9115
cnn_features_1d,PU,FFT,0,"[[0], [3]]",0.6991,0.9896,0.2699,0.9186,1.7055,0.7489
cnn_features_1d,PU,FFT,0,"[[1], [0]]",0.6892,0.9923,0.8581,0.8006,8.9953,0.2535
cnn_features_1d,PU,FFT,0,"[[1], [2]]",0.6871,0.9885,1.2623,0.7362,7.9302,0.3008
cnn_features_1d,PU,FFT,0,"[[1], [3]]",0.6826,0.9869,0.8052,0.8113,10.5158,0.2209
cnn_features_1d,PU,FFT,0,"[[2], [0]]",0.6940 ,0.9973,0.2447,0.9435,0.7305,0.8756
cnn_features_1d,PU,FFT,0,"[[2], [1]]",0.6808,0.9931,0.2669,0.9382,4.6134,0.4831
cnn_features_1d,PU,FFT,0,"[[2], [3]]",0.6926,0.9958,0.3236,0.9282,1.6026,0.7398
cnn_features_1d,PU,FFT,0,"[[3], [0]]",0.6905,0.9913,0.3566,0.9153,3.6576,0.6359
cnn_features_1d,PU,FFT,0,"[[3], [1]]",0.6692,0.9921,0.2904,0.9153,9.5512,0.3083
cnn_features_1d,PU,FFT,0,"[[3], [2]]",0.6797,0.9943,0.4014,0.8986,4.0291,0.5817
cnn_features_1d,PU,FFT,0,"[[0, 1], [2]]",0.6967,0.9973,1.0290 ,0.8289,0.5557,0.8977
cnn_features_1d,PU,FFT,0,"[[0, 1], [3]]",0.7043,0.9910 ,1.0094,0.7813,2.6766,0.6641
cnn_features_1d,PU,FFT,0,"[[0, 2], [1]]",0.6861,0.9944,0.2074,0.9426,8.3075,0.4617
cnn_features_1d,PU,FFT,0,"[[0, 2], [3]]",0.6944,0.9966,0.2456,0.9464,1.4713,0.8139
cnn_features_1d,PU,FFT,0,"[[0, 3], [1]]",0.6926,0.9943,0.3101,0.9230 ,8.7901,0.4156
cnn_features_1d,PU,FFT,0,"[[0, 3], [2]]",0.6963,0.9983,0.3722,0.9268,0.4248,0.9328
cnn_features_1d,PU,FFT,0,"[[1, 2], [0]]",0.6985,0.9956,1.1900 ,0.8099,1.1749,0.8218
cnn_features_1d,PU,FFT,0,"[[1, 2], [3]]",0.6974,0.9935,0.8373,0.8369,2.3690 ,0.6884
cnn_features_1d,PU,FFT,0,"[[2, 3], [0]]",0.6987,0.9970 ,0.3112,0.9361,0.5403,0.9201
cnn_features_1d,PU,FFT,0,"[[2, 3], [1]]",0.6836,0.9943,0.3284,0.9300 ,7.3185,0.4555
cnn_features_1d,PU,FFT,0,"[[0, 1, 2], [3]]",0.7059,0.9931,0.6046,0.8850 ,7.7988,0.7837
cnn_features_1d,PU,FFT,0,"[[0, 2, 3], [1]]",0.6892,0.9962,0.2306,0.9435,6.8456,0.4877
cnn_features_1d,PU,FFT,0,"[[1, 2, 3], [0]]",0.7031,0.9943,1.0115,0.8388,1.0121,0.8756
cnn_features_1d,PU,FFT,0,"[[0, 1, 3], [2]]",0.7038,0.9953,0.8191,0.8640 ,0.4447,0.9115
cnn_features_1d,PU,FFT,0,"[[0, 1], [2, 3]]",0.6998,0.9950 ,0.8333,0.8381,1.4130 ,0.7924
cnn_features_1d,PU,FFT,0,"[[0, 2], [1, 3]]",0.6841,0.9946,0.1914,0.9579,7.1789,0.4802
cnn_features_1d,PU,FFT,0,"[[0, 3], [1, 2]]",0.6854,0.9971,0.3192,0.9215,4.8996,0.6531
cnn_features_1d,PU,FFT,0,"[[1, 2], [0, 3]]",0.7022,0.9918,1.0079,0.8162,2.2306,0.7370 
cnn_features_1d,PU,FFT,0,"[[1, 3], [0, 2]]",0.6934,0.9949,0.9790 ,0.8262,2.2447,0.7351
cnn_features_1d,PU,FFT,0,"[[2, 3], [0, 1]]",0.6857,0.9964,0.3081,0.9369,4.7790 ,0.6390 
cnn_features_1d,PU,FFT,0,"[[2, 3], [0, 1]]",0.6843,0.9964,0.3217,0.9338,4.3656,0.6616
cnn_features_1d,PU,FFT,0,"[[1, 3], [0, 2]]",0.6994,0.9903,0.9743,0.8148,2.2578,0.7044
cnn_features_1d,PU,FFT,0,"[[1, 2], [0, 3]]",0.6902,0.9948,0.9587,0.8315,2.4703,0.7210 
cnn_features_1d,PU,FFT,0,"[[0, 3], [1, 2]]",0.6863,0.9949,0.3693,0.9223,4.8352,0.6547
cnn_features_1d,PU,FFT,0,"[[0, 2], [1, 3]]",0.6805,0.9952,0.2205,0.9518,7.6508,0.4771
cnn_features_1d,PU,FFT,0,"[[0, 1], [2, 3]]",0.6994,0.9927,0.8548,0.8365,1.6607,0.7848
resnet_features_1d,SEU,TimeSeries,0,"[[0], [1]]",0.6906,0.9996,0.0252,0.9927,12.1340 ,0.4194
resnet_features_1d,SEU,TimeSeries,0,"[[1], [0]]",0.6922,1,0.0016,1,11.9828,0.5689
resnet_features_1d,SEU,FFT,0,"[[0], [1]]",0.6931,1,0.0153,0.9971,11.5810 ,0.5777
resnet_features_1d,SEU,FFT,0,"[[1], [0]]",0.6928,1,0.0020 ,0.9985,4.9344,0.7947
cnn_features_1d,SEU,TimeSeries,0,"[[0], [1]]",0.6950 ,0.9963,0.1539,0.9619,10.7799,0.3944
cnn_features_1d,SEU,TimeSeries,0,"[[1], [0]]",0.7049,0.9916,0.0641,0.9765,8.8600 ,0.5748
cnn_features_1d,SEU,FFT,0,"[[0], [1]]",0.6858,0.9978,0.0066,0.9985,18.9128,0.3944
cnn_features_1d,SEU,FFT,0,"[[1], [0]]",0.6942,0.9996,0.0045,0.9971,15.9950 ,0.4179
resnet_features_1d,GRCGH,TimeSeries,0,"[[0], [1]]",0..6513,1,0.0000 ,1,13.6768,0.5370 
resnet_features_1d,GRCGH,TimeSeries,0,"[[1], [0]]",0.6801,1,0.0000 ,1,325.1151,0.5
resnet_features_1d,GRCGH,FFT,0,"[[0], [1]]",0.652,1,0,1,11.8781,0.4877
resnet_features_1d,GRCGH,FFT,0,"[[1], [0]]",,,,,,
cnn_features_1d,GRCGH,TimeSeries,,"[[0], [1]]",0.6513,1,0,1,7907.7930 ,0.4136
cnn_features_1d,GRCGH,TimeSeries,,"[[1], [0]]",0.6882,1,0,1,1173.5632,0.5000 
cnn_features_1d,GRCGH,FFT,,"[[0], [1]]",0.6513,1,0,1,240.6719,0.5247
cnn_features_1d,GRCGH,FFT,,"[[1], [0]]",,,,,,
resnet_features_1d,XJTU,TimeSeries,1,"[[0], [1]]",0.6917,0.9668,0.0006,0.9922,0.3691,0.6641
resnet_features_1d,XJTU,TimeSeries,1,"[[0], [2]]",0.6948,0.9941,0.0003,1,0.6817,0.4219
resnet_features_1d,XJTU,TimeSeries,1,"[[1], [0]]",0.7103,0.957,0.039,0.9219,0.1867,0.625
resnet_features_1d,XJTU,TimeSeries,1,"[[1], [2]]",0.6928,0.9941,0.0004,1,0.5943,0.3984
resnet_features_1d,XJTU,TimeSeries,1,"[[2], [0]]",0.6928,0.9961,0,1,0.7603,0.4453
resnet_features_1d,XJTU,TimeSeries,1,"[[2], [1]]",0.6989,0.793,0.0106,0.7969,3.1080 ,0.6016
resnet_features_1d,XJTU,TimeSeries,1,"[[0, 1], [2]]",0.6933,0.998,0.0188,0.9258,1.1441,0.2812
resnet_features_1d,XJTU,TimeSeries,1,"[[0, 2], [1]]",0.6974,0.9668,0.0028,0.9805,0.7787,0.3984
resnet_features_1d,XJTU,TimeSeries,1,"[[1, 2], [0]]",0.6905,0.9951,0.0102,0.957,0.4967,0.5234
resnet_features_1d,XJTU,FFT,1,"[[0], [1]]",0.6931,1,0,1,0.3892,0.5234
resnet_features_1d,XJTU,FFT,1,"[[0], [2]]",0.6955,0.9746,0.0001,0.9922,0.8534,0.3906
resnet_features_1d,XJTU,FFT,1,"[[1], [0]]",0.6934,0.9961,0,1,0.3708,0.5938
resnet_features_1d,XJTU,FFT,1,"[[1], [2]]",0.6863,0.957,0.0007,0.9766,0.4769,0.3672
resnet_features_1d,XJTU,FFT,1,"[[2], [0]]",0.6903,0.9863,0.0009,1,0.2383,0.5859
resnet_features_1d,XJTU,FFT,1,"[[2], [1]]",0.6960 ,0.9473,0.0004,0.9922,1.5848,0.3672
resnet_features_1d,XJTU,FFT,1,"[[0, 1], [2]]",0.6980 ,0.9248,0.0006,0.9922,0.5271,0.4062
resnet_features_1d,XJTU,FFT,1,"[[0, 2], [1]]",0.6904,0.9971,0,1,1.0277,0.3984
resnet_features_1d,XJTU,FFT,1,"[[1, 2], [0]]",0.6936,0.9951,0,1,0.2464,0.5547
cnn_features_1d,XJTU,TimeSeries,1,"[[0], [1]]",0.6883,0.9785,0,1,0.5521,0.7891
cnn_features_1d,XJTU,TimeSeries,1,"[[0], [2]]",0.6948,0.9941,0.0069,0.9922,2.5534,0.375
cnn_features_1d,XJTU,TimeSeries,1,"[[1], [0]]",0.6929,0.9922,0.0103,0.9766,0.2123,0.6562
cnn_features_1d,XJTU,TimeSeries,1,"[[1], [2]]",0.7085,0.5975,0.0153,0.5938,0.2732,0.3984
cnn_features_1d,XJTU,TimeSeries,1,"[[2], [0]]",0.6893,0.9941,0.0152,0.9844,1.9455,0.4375
cnn_features_1d,XJTU,TimeSeries,1,"[[2], [1]]",0.6973,0.9395,0.0003,1,2.0444,0.4141
cnn_features_1d,XJTU,TimeSeries,1,"[[0, 1], [2]]",0.6948,0.9678,0.0044,0.9648,0.7070 ,0.4688
cnn_features_1d,XJTU,TimeSeries,1,"[[0, 2], [1]]",0.6945,0.9707,0.0009,0.9922,0.3057,0.6641
cnn_features_1d,XJTU,TimeSeries,1,"[[1, 2], [0]]",0.6954,0.9834,0.0121,0.9648,0.4451,0.5859
cnn_features_1d,XJTU,FFT,1,"[[0], [1]]",0.6952,0.8789,0.0001,0.9922,0.2599,0.5312
cnn_features_1d,XJTU,FFT,1,"[[0], [2]]",0.6893,0.9355,0,1,1.4365,0.1875
cnn_features_1d,XJTU,FFT,1,"[[1], [0]]",0.6958,0.8008,0.0015,0.9609,0.0759,0.6094
cnn_features_1d,XJTU,FFT,1,"[[1], [2]]",0.7064,0.4863,0.0149,0.5703,0.2113,0.1562
cnn_features_1d,XJTU,FFT,1,"[[2], [0]]",0.6955,0.8848,0.0017,0.9766,0.2135,0.4219
cnn_features_1d,XJTU,FFT,1,"[[2], [1]]",0.7054,0.7012,0.0059,0.9609,0.1815,0.3906
cnn_features_1d,XJTU,FFT,1,"[[0, 1], [2]]",0.7032,0.6934,0.0052,0.7812,0.2780 ,0.4350 
cnn_features_1d,XJTU,FFT,1,"[[0, 2], [1]]",0.6969,0.8896,0.0004,0.9922,0.2769,0.4062
cnn_features_1d,XJTU,FFT,1,"[[1, 2], [0]]",0.6992,0.8203,0.0031,0.9453,0.0416,0.5547
resnet_features_1d,XJTU,TimeSeries,0,"[[0], [1]]",0.6669,1,0.0060 ,0.9922,6.7263,0.6484
resnet_features_1d,XJTU,TimeSeries,0,"[[0], [2]]",0.6952,1,0,1,20.6350 ,0.3984
resnet_features_1d,XJTU,TimeSeries,0,"[[1], [0]]",0.6866,1,0.2487,0.9688,10.9389,0.6328
resnet_features_1d,XJTU,TimeSeries,0,"[[1], [2]]",0.6901,1,0.0485,0.9844,11.9163,0.3984
resnet_features_1d,XJTU,TimeSeries,0,"[[2], [0]]",0.6185 ,1,0,1,18.0981 ,0.5938
resnet_features_1d,XJTU,TimeSeries,0,"[[2], [1]]",0.6923,1,0.1347,0.9844,13.3735 ,0.6250 
resnet_features_1d,XJTU,TimeSeries,0,"[[0, 1], [2]]",0.6891,1,0.0079,0.9961,13.8855 ,0.3984
resnet_features_1d,XJTU,TimeSeries,0,"[[0, 2], [1]]",0.6903 ,1,0.0021,1,8.3155,0.4766
resnet_features_1d,XJTU,TimeSeries,0,"[[1, 2], [0]]",0.6846,1,0.1214,0.9727,6.7483 ,0.7109
resnet_features_1d,XJTU,FFT,0,"[[0], [1]]",0.6999,1,0.0006,1,6.8649,0.4453
resnet_features_1d,XJTU,FFT,0,"[[0], [2]]",0.6935,1,0,1,24.7236,0.2422
resnet_features_1d,XJTU,FFT,0,"[[1], [0]]",0.7686,0.998,0.0762,0.9766,21.3808,0.2031
resnet_features_1d,XJTU,FFT,0,"[[1], [2]]",0.6992,1,0.0112,0.9922,9.7779,0.6250 
resnet_features_1d,XJTU,FFT,0,"[[2], [0]]",0.6962 ,1,0.0059,0.9922,14.8511,0.4219
resnet_features_1d,XJTU,FFT,0,"[[2], [1]]",0.6925 ,1,0.0404,0.9844,11.3783,0.4141
resnet_features_1d,XJTU,FFT,0,"[[0, 1], [2]]",0.6934 ,0.999,0.0083,0.9961,17.9420 ,0.2500 
resnet_features_1d,XJTU,FFT,0,"[[0, 2], [1]]",0.6896,1,0,1,12.2498,0.2812
resnet_features_1d,XJTU,FFT,0,"[[1, 2], [0]]",0.6905,1,0.0497,0.9922,11.9130 ,0.5703
